,uu_id,timeperiod,week_number,countyfips,tract,tract_name,total_claims,edu_8th_or_less,edu_grades_9_11,edu_hs_grad_equiv,edu_post_hs,edu_unknown,top_category_employer1,top_category_employer2,top_category_employer3,gender_female,gender_male,gender_na,race_amerindian,race_asian,race_black,race_noanswer,race_hawaiiannative,race_other,race_white
2179,f4156396854199e5d45a23248e03e379,20220910,37,18039,2400,"Census Tract 24, Elkhart County, Indiana",78,0,,54,,0,31-33,42,92,22,56,0,0,0,,0,0,,63
2180,f4156396854199e5d45a23248e03e379,20220820,34,18039,2400,"Census Tract 24, Elkhart County, Indiana",34,0,,14,,0,31-33,42,92,11,23,0,0,0,,0,0,,24
2181,f4156396854199e5d45a23248e03e379,20220827,35,18039,2400,"Census Tract 24, Elkhart County, Indiana",25,0,,13,,0,31-33,42,23,,,0,0,0,,0,0,,17
2182,f4156396854199e5d45a23248e03e379,20220903,36,18039,2400,"Census Tract 24, Elkhart County, Indiana",22,0,,10,,0,31-33,42,92,,,0,0,0,,,0,,13
2183,f4156396854199e5d45a23248e03e379,20220903,36,18039,2400,"Census Tract 24, Elkhart County, Indiana",22,0,,10,,0,31-33,42,92,,,0,0,0,,,0,,13
2184,d44e7a9d13d3730892b6ffff9af4d595,20220702,27,18039,2600,"Census Tract 26, Elkhart County, Indiana",25,,,12,,0,31-33,42,56,,,0,0,0,13,,0,0,
2185,0eadc4f22396980ecc2e7878ffbaf14a,20220702,27,18039,2700,"Census Tract 27, Elkhart County, Indiana",15,0,,10,,0,31-33,42,N/A,,,0,0,0,,0,0,0,
2186,5db93f554d0a9df617e6e51043049dc4,20220507,19,18127,50300,"Census Tract 503, Porter County, Indiana",16,0,0,,,0,23,42,72,,,0,0,,,,0,,
2187,10bd992d086c48a05cb0f1e3df1e20f1,20220611,24,18127,50800,"Census Tract 508, Porter County, Indiana",14,0,,,,0,23,42,44-45,,,0,0,0,,0,0,,
2188,9a8d8797ae3765b4ca946803c38b8ea6,20220312,11,18011,810400,"Census Tract 8104, Boone County, Indiana",21,,,10,,0,23,42,72,,,0,,0,,,0,0,17
2189,9a8d8797ae3765b4ca946803c38b8ea6,20220205,6,18011,810400,"Census Tract 8104, Boone County, Indiana",25,,,12,,0,56,42,23,,,0,,0,0,,0,0,20
2190,9a8d8797ae3765b4ca946803c38b8ea6,20220625,26,18011,810400,"Census Tract 8104, Boone County, Indiana",12,0,,,,,72,42,31-33,,,0,0,0,0,0,0,,
2191,9a8d8797ae3765b4ca946803c38b8ea6,20220416,16,18011,810400,"Census Tract 8104, Boone County, Indiana",15,0,,,,,56,42,23,,,0,0,0,0,,0,,
2192,9a8d8797ae3765b4ca946803c38b8ea6,20220716,29,18011,810400,"Census Tract 8104, Boone County, Indiana",13,0,0,,,0,31-33,42,72,,,0,0,0,,,0,0,
2193,b7d1ab1b8c062f0098dc3ce8ff59a821,20220319,12,18103,952700,"Census Tract 9527, Miami County, Indiana",12,0,0,,,0,23,42,56,,,0,0,0,,,0,0,
2194,c672051724f43ece79af744a5e47668f,20220716,29,18113,972300,"Census Tract 9723, Noble County, Indiana",17,0,,10,,0,31-33,42,61,,,0,0,0,0,0,0,,
2195,cfeb7a55105a6e277ebef7dc3df83ffc,20220319,12,18065,975800,"Census Tract 9758, Henry County, Indiana",13,0,,,,0,23,42,71,,,0,0,0,0,0,0,0,13
2196,09fbf26479f644ad33186ec51a90d65d,20220611,24,18095,10200,"Census Tract 102, Madison County, Indiana",12,0,0,,,,72,42,62,,,0,0,0,0,0,0,0,12
2197,a514bda8b5262164df92063a50786753,20220910,37,18095,10600,"Census Tract 106, Madison County, Indiana",16,0,,,,0,44-45,42,56,,,0,0,0,0,0,0,0,16
2198,a514bda8b5262164df92063a50786753,20220910,37,18095,10600,"Census Tract 106, Madison County, Indiana",16,0,,,,0,44-45,42,56,,,0,0,0,0,0,0,0,16
2199,f45fb7ce83b62c22c577bca121fdb2c1,20220409,15,18167,10701,"Census Tract 107.01, Vigo County, Indiana",19,0,,,,,23,42,31-33,,,0,0,,0,0,0,0,
2200,f45fb7ce83b62c22c577bca121fdb2c1,20220416,16,18167,10701,"Census Tract 107.01, Vigo County, Indiana",16,0,,,10,,23,42,92,,,,0,,0,,0,0,
2201,f45fb7ce83b62c22c577bca121fdb2c1,20220305,10,18167,10701,"Census Tract 107.01, Vigo County, Indiana",20,0,,,,,23,42,56,,,0,0,0,0,0,0,0,20
2202,74c5fdc6aac736fa7cf9b5d45c501a03,20220326,13,18035,2000,"Census Tract 20, Delaware County, Indiana",12,0,,,,0,23,42,72,,,0,0,,0,0,0,,
2203,74c5fdc6aac736fa7cf9b5d45c501a03,20220611,24,18035,2000,"Census Tract 20, Delaware County, Indiana",10,0,,,,0,56,42,72,,,0,0,,,0,0,0,
2204,4338a76c28b57d89da8a28cf06adcf73,20220319,12,18173,30600,"Census Tract 306, Warrick County, Indiana",22,0,,13,,0,23,42,48-49,,,0,0,0,,0,0,0,
2205,4338a76c28b57d89da8a28cf06adcf73,20220409,15,18173,30600,"Census Tract 306, Warrick County, Indiana",21,0,,,,0,23,42,53,,,0,0,0,,0,0,0,
2206,4338a76c28b57d89da8a28cf06adcf73,20220305,10,18173,30600,"Census Tract 306, Warrick County, Indiana",24,0,,,12,0,23,42,48-49,13,11,0,0,0,,0,0,0,
2207,4338a76c28b57d89da8a28cf06adcf73,20220212,7,18173,30600,"Census Tract 306, Warrick County, Indiana",24,0,,,,0,23,42,48-49,10,14,0,0,0,,0,0,0,
2208,4338a76c28b57d89da8a28cf06adcf73,20220611,24,18173,30600,"Census Tract 306, Warrick County, Indiana",15,0,,,,0,23,42,72,,,0,0,0,0,0,0,0,15
2209,4338a76c28b57d89da8a28cf06adcf73,20220521,21,18173,30600,"Census Tract 306, Warrick County, Indiana",19,0,14,,,0,23,42,N/A,,,0,0,0,,0,0,0,
2210,3224483a60925de51923d51b10a00141,20220806,32,18173,30800,"Census Tract 308, Warrick County, Indiana",15,0,,,,0,23,42,72,,,0,0,0,,,0,0,12
2211,3224483a60925de51923d51b10a00141,20220806,32,18173,30800,"Census Tract 308, Warrick County, Indiana",15,0,,,,0,23,42,72,,,0,0,0,,,0,0,12
2212,3224483a60925de51923d51b10a00141,20220806,32,18173,30800,"Census Tract 308, Warrick County, Indiana",15,0,,,,0,23,42,72,,,0,0,0,,,0,0,12
2213,63fc3e82740fcc3de0e5cf76fb4f96fe,20220129,5,18097,321400,"Census Tract 3214, Marion County, Indiana",13,0,0,,,0,56,42,71,,,0,0,0,,0,0,,
2214,9e943f3dccee65ed33733a794a4d030e,20220716,29,18097,321600,"Census Tract 3216, Marion County, Indiana",44,0,,25,,0,56,42,54,17,27,0,0,0,,0,0,0,
2215,9e943f3dccee65ed33733a794a4d030e,20220521,21,18097,321600,"Census Tract 3216, Marion County, Indiana",38,0,,29,,0,56,42,62,,,0,0,0,,0,0,0,
2216,9e943f3dccee65ed33733a794a4d030e,20220702,27,18097,321600,"Census Tract 3216, Marion County, Indiana",46,0,,,39,0,44-45,42,31-33,,,0,0,0,,0,0,33,
2217,c2e8e1c1da5aa1482049619b9f50efca,20220205,6,18097,322600,"Census Tract 3226, Marion County, Indiana",27,0,,,,0,48-49,42,44-45,17,10,0,0,0,,0,,0,0
2218,a993d47c7143bed2a187b0cac7d17983,20220528,22,18097,340500,"Census Tract 3405, Marion County, Indiana",63,0,0,60,,,56,42,44-45,,,0,0,0,,0,0,,0
2219,cbcb0e04d6b21520dd35c88e304e0a08,20220319,12,18097,342000,"Census Tract 3420, Marion County, Indiana",11,,,,,0,48-49,42,62,,,0,0,,,,0,,
2220,574ff76bf046909190b36c41ec5ad4ad,20220528,22,18097,342300,"Census Tract 3423, Marion County, Indiana",21,0,,11,,,31-33,42,81,,,0,0,0,,,0,0,
2221,574ff76bf046909190b36c41ec5ad4ad,20220416,16,18097,342300,"Census Tract 3423, Marion County, Indiana",21,0,,12,,,44-45,42,31-33,,,0,0,0,,0,0,0,
2222,574ff76bf046909190b36c41ec5ad4ad,20220618,25,18097,342300,"Census Tract 3423, Marion County, Indiana",14,0,,,,,31-33,42,72,,,0,0,0,,0,0,,10
2223,17f8641c080bd91fd39d6767f211beb1,20220813,33,18097,342600,"Census Tract 3426, Marion County, Indiana",10,,,,0,0,44-45,42,31-33,,,0,0,0,,0,0,,
2224,17f8641c080bd91fd39d6767f211beb1,20220528,22,18097,342600,"Census Tract 3426, Marion County, Indiana",17,0,,14,,0,56,42,31-33,,,0,0,0,,0,0,0,
2225,17f8641c080bd91fd39d6767f211beb1,20220521,21,18097,342600,"Census Tract 3426, Marion County, Indiana",16,,,,,0,31-33,42,72,,,0,0,0,,0,0,0,
2226,17f8641c080bd91fd39d6767f211beb1,20220813,33,18097,342600,"Census Tract 3426, Marion County, Indiana",10,,,,0,0,44-45,42,31-33,,,0,0,0,,0,0,,
2227,17f8641c080bd91fd39d6767f211beb1,20220625,26,18097,342600,"Census Tract 3426, Marion County, Indiana",20,,,,15,0,31-33,42,N/A,,,0,0,0,,0,0,0,
2228,17f8641c080bd91fd39d6767f211beb1,20220730,31,18097,342600,"Census Tract 3426, Marion County, Indiana",18,,11,,,0,44-45,42,31-33,,,0,0,0,,,0,0,15
2229,edcb2ff4e70a0437347f07e2dd6867e8,20220507,19,18097,351500,"Census Tract 3515, Marion County, Indiana",12,0,0,,,0,62,42,72,,,0,0,0,,0,0,0,
2230,12fbd01c7d92945acd93e0d44a8bed88,20220709,28,18097,352100,"Census Tract 3521, Marion County, Indiana",27,0,,,21,0,44-45,42,72,,,0,0,0,,0,0,,
2231,12fbd01c7d92945acd93e0d44a8bed88,20220702,27,18097,352100,"Census Tract 3521, Marion County, Indiana",23,0,0,,,0,23,42,72,,,0,0,0,,0,0,,0
2232,12fbd01c7d92945acd93e0d44a8bed88,20220507,19,18097,352100,"Census Tract 3521, Marion County, Indiana",14,0,,,,0,48-49,42,62,,,0,0,0,,0,0,0,
2233,a253da9e1d743c9579e25c1b69a05eb2,20220903,36,18097,353600,"Census Tract 3536, Marion County, Indiana",14,0,,11,,0,62,42,72,,,0,0,0,,0,0,,
2234,a253da9e1d743c9579e25c1b69a05eb2,20220903,36,18097,353600,"Census Tract 3536, Marion County, Indiana",14,0,,11,,0,62,42,72,,,0,0,0,,0,0,,
2235,58c85b68415bc08c49b2a430cee9f2f9,20220402,14,18097,354200,"Census Tract 3542, Marion County, Indiana",13,0,,,,0,56,42,81,,,0,0,0,,0,0,0,
2236,89ca758dd8e4958d6e8e32ccb439c638,20220910,37,18097,355500,"Census Tract 3555, Marion County, Indiana",33,0,,28,,0,52,42,81,,,0,0,0,22,,0,,
2237,89ca758dd8e4958d6e8e32ccb439c638,20220910,37,18097,355500,"Census Tract 3555, Marion County, Indiana",33,0,,28,,0,52,42,81,,,0,0,0,22,,0,,
2238,e36c60ce269cf6f779cc1e9957f80857,20220528,22,18097,357400,"Census Tract 3574, Marion County, Indiana",12,,,,,0,56,42,31-33,,,0,0,0,,0,0,0,
2239,33c4302fb88e93ea520a346fe2853209,20220709,28,18097,357600,"Census Tract 3576, Marion County, Indiana",45,28,,,,0,81,42,72,10,35,0,0,0,,0,0,0,
2240,ce3e58980b9240213bd8ea1fbbefd044,20220129,5,18097,357900,"Census Tract 3579, Marion County, Indiana",19,0,0,,,0,56,42,54,,,0,,0,,0,0,0,11
2241,9059885d1cfb186d078f691eafd6a24d,20220910,37,18097,360800,"Census Tract 3608, Marion County, Indiana",11,0,0,,,,48-49,42,72,,,0,0,0,,0,0,,
2242,9059885d1cfb186d078f691eafd6a24d,20220910,37,18097,360800,"Census Tract 3608, Marion County, Indiana",11,0,0,,,,48-49,42,72,,,0,0,0,,0,0,,
2243,67407bf95ef751acc3accd630226b53d,20220625,26,18097,360900,"Census Tract 3609, Marion County, Indiana",35,0,,25,,,81,42,62,17,18,0,0,0,30,0,0,,
2244,67407bf95ef751acc3accd630226b53d,20220827,35,18097,360900,"Census Tract 3609, Marion County, Indiana",26,,,13,,,56,42,31-33,15,11,0,0,0,14,0,0,,
2245,67407bf95ef751acc3accd630226b53d,20220827,35,18097,360900,"Census Tract 3609, Marion County, Indiana",26,,,13,,,56,42,31-33,15,11,0,0,0,14,0,0,,
2246,67407bf95ef751acc3accd630226b53d,20220910,37,18097,360900,"Census Tract 3609, Marion County, Indiana",23,0,,10,,,56,42,72,,,0,0,0,12,0,0,,
2247,67407bf95ef751acc3accd630226b53d,20220910,37,18097,360900,"Census Tract 3609, Marion County, Indiana",23,0,,10,,,56,42,72,,,0,0,0,12,0,0,,
2248,b1d41e64e8d10b7c427570a7f77f1826,20220910,37,18097,361400,"Census Tract 3614, Marion County, Indiana",49,,,,34,,23,42,48-49,18,31,0,0,0,17,,0,17,
2249,b1d41e64e8d10b7c427570a7f77f1826,20220910,37,18097,361400,"Census Tract 3614, Marion County, Indiana",49,,,,34,,23,42,48-49,18,31,0,0,0,17,,0,17,
2250,0ad94f09274e2c9cb0ef5cb77eb334b4,20220709,28,18097,380100,"Census Tract 3801, Marion County, Indiana",21,0,,11,,0,56,42,72,11,,,0,0,,,0,0,17
2251,931e7312a52b294244e6e05d33134c1e,20220205,6,18097,391000,"Census Tract 3910, Marion County, Indiana",57,0,,,39,0,62,42,92,31,26,0,0,,14,,,,35
2252,931e7312a52b294244e6e05d33134c1e,20220312,11,18097,391000,"Census Tract 3910, Marion County, Indiana",100,0,0,57,,,56,42,48-49,20,80,0,0,0,58,24,0,,
2253,931e7312a52b294244e6e05d33134c1e,20220702,27,18097,391000,"Census Tract 3910, Marion County, Indiana",38,0,0,,26,,62,42,61,17,21,0,,0,,0,0,,
2254,c008e7a443149c9d5894c5b3d5373140,20220416,16,18091,40600,"Census Tract 406, LaPorte County, Indiana",24,,11,,,,72,42,31-33,,,0,0,0,20,0,0,,
2255,42606376eba36d3065753ab0013f4c14,20220402,14,18091,40900,"Census Tract 409, LaPorte County, Indiana",40,0,33,,,,56,42,72,,,0,0,0,,0,0,0,
2256,02a7b845ab6b3fc2c09a50cdc486db2a,20220409,15,18091,41600,"Census Tract 416, LaPorte County, Indiana",26,0,,12,,0,23,42,62,,,0,0,,0,,0,,22
2257,02a7b845ab6b3fc2c09a50cdc486db2a,20220205,6,18091,41600,"Census Tract 416, LaPorte County, Indiana",30,0,,,,,23,42,72,,,0,0,0,,,0,,26
2258,8eef3f1453830d1939aae4e774e87c53,20220625,26,18091,42100,"Census Tract 421, LaPorte County, Indiana",14,0,,,,0,31-33,42,23,,,0,0,0,0,,,,
2259,8eef3f1453830d1939aae4e774e87c53,20220611,24,18091,42100,"Census Tract 421, LaPorte County, Indiana",20,0,,13,,,31-33,42,23,,,0,0,0,0,0,,,16
2260,8b3b762a9010e36e084aae4c305d1b06,20220521,21,18091,42400,"Census Tract 424, LaPorte County, Indiana",16,0,,,,0,31-33,42,23,,,0,,0,0,0,0,,11
2261,8b3b762a9010e36e084aae4c305d1b06,20220813,33,18091,42400,"Census Tract 424, LaPorte County, Indiana",17,0,,,,,31-33,42,62,,,0,0,0,,,0,,11
2262,8b3b762a9010e36e084aae4c305d1b06,20220813,33,18091,42400,"Census Tract 424, LaPorte County, Indiana",17,0,,,,,31-33,42,62,,,0,0,0,,,0,,11
2263,8b3b762a9010e36e084aae4c305d1b06,20220730,31,18091,42400,"Census Tract 424, LaPorte County, Indiana",15,0,,10,,0,31-33,42,44-45,,,0,0,0,,,0,,
2264,b8114861c419dc4c0cdbbc07a943b2b9,20220507,19,18089,42401,"Census Tract 424.01, Lake County, Indiana",27,0,,14,,,72,42,56,,,0,0,0,16,,0,0,
2265,91ec70e2da02ad3cb9ae962a7452be48,20220430,18,18091,42500,"Census Tract 425, LaPorte County, Indiana",11,0,0,,,0,23,42,62,,,0,0,0,,0,0,0,
2266,27a707c98b1a2316dd00df2309a628c4,20220820,34,18089,42505,"Census Tract 425.05, Lake County, Indiana",58,0,0,,,0,44-45,42,92,40,18,0,0,0,52,,0,,
2267,27a707c98b1a2316dd00df2309a628c4,20220820,34,18089,42505,"Census Tract 425.05, Lake County, Indiana",58,0,0,,,0,44-45,42,92,40,18,0,0,0,52,,0,,
2268,a7745ca5549c5be27faf5ff747401ccc,20220226,9,18091,42600,"Census Tract 426, LaPorte County, Indiana",32,0,,24,,0,23,42,56,,,0,0,0,,,0,0,24
2269,5c034ab90d217bb1b993b22daaf1c27e,20220702,27,18089,42902,"Census Tract 429.02, Lake County, Indiana",23,0,0,,,0,56,42,72,,,0,0,0,0,,0,0,
2270,56d73815bdda97aca8e26051183ed3ba,20220514,20,18089,43002,"Census Tract 430.02, Lake County, Indiana",10,0,0,,,0,23,42,56,,,0,0,0,,0,0,0,
2271,56d73815bdda97aca8e26051183ed3ba,20220219,8,18089,43002,"Census Tract 430.02, Lake County, Indiana",27,0,0,14,13,0,23,42,56,,19,,0,0,0,,0,,22
2272,56d73815bdda97aca8e26051183ed3ba,20220409,15,18089,43002,"Census Tract 430.02, Lake County, Indiana",40,0,0,,22,,62,42,23,28,,,0,0,24,,0,,13
2273,56d73815bdda97aca8e26051183ed3ba,20220611,24,18089,43002,"Census Tract 430.02, Lake County, Indiana",12,0,,,,,72,42,61,,,,0,0,0,,0,0,
2274,56d73815bdda97aca8e26051183ed3ba,20220226,9,18089,43002,"Census Tract 430.02, Lake County, Indiana",18,0,0,,,0,23,42,72,,14,,0,,0,,0,,13
2275,9dd9614f2619fd1b8397cabdb3f2248a,20220312,11,18089,43102,"Census Tract 431.02, Lake County, Indiana",22,0,0,10,12,0,23,42,21,,,0,0,0,,0,0,0,
2276,0f3d45341a5b113b813ffb7be7f58bab,20220910,37,18183,50300,"Census Tract 503, Whitley County, Indiana",31,0,,26,,0,31-33,42,72,,,0,0,0,,0,0,0,
2277,0f3d45341a5b113b813ffb7be7f58bab,20220910,37,18183,50300,"Census Tract 503, Whitley County, Indiana",31,0,,26,,0,31-33,42,72,,,0,0,0,,0,0,0,
2278,fb55464f8e34af6d750d06968bf719b8,20220507,19,18183,50400,"Census Tract 504, Whitley County, Indiana",12,0,,,,0,44-45,42,31-33,,,0,0,0,0,0,0,,
2279,fb55464f8e34af6d750d06968bf719b8,20220226,9,18183,50400,"Census Tract 504, Whitley County, Indiana",11,0,,,,0,31-33,42,23,,,0,0,0,0,0,0,0,11
2280,8932b66a9b94dcf03c942facc50ff401,20220528,22,18109,510100,"Census Tract 5101, Morgan County, Indiana",26,0,,,12,,23,42,81,10,16,0,0,0,,0,0,0,
2281,20db450280ec6846d7a829a6ba40ccac,20220326,13,18109,511000,"Census Tract 5110, Morgan County, Indiana",25,,,17,,0,23,42,48-49,10,15,0,0,0,0,0,0,0,25
2282,3d5c4d633d7c5171d91cc9a073eceb3a,20220618,25,18049,953100,"Census Tract 9531, Fulton County, Indiana",14,0,,,,0,31-33,42,62,,,0,0,0,0,0,0,,
2283,489a93264d03adecc4589fd9cd34ad36,20220416,16,18003,10306,"Census Tract 103.06, Allen County, Indiana",28,0,0,,19,,31-33,42,52,,,0,,0,,0,0,,23
2284,6167d550c0cdd68c799d372c5df97acb,20220312,11,18003,10819,"Census Tract 108.19, Allen County, Indiana",17,0,0,,,0,56,42,72,,,0,0,0,,0,0,,
2285,6167d550c0cdd68c799d372c5df97acb,20220319,12,18003,10819,"Census Tract 108.19, Allen County, Indiana",16,0,0,,,0,72,42,62,,,0,0,0,,0,0,0,
2286,11a50500827cd49f0ae130201184724f,20220820,34,18157,300,"Census Tract 3, Tippecanoe County, Indiana",13,0,0,,,,56,42,31-33,,,0,0,0,,0,0,0,
2287,11a50500827cd49f0ae130201184724f,20220521,21,18157,300,"Census Tract 3, Tippecanoe County, Indiana",17,0,,12,,,56,42,23,,,0,0,0,,0,0,,12
2288,11a50500827cd49f0ae130201184724f,20220820,34,18157,300,"Census Tract 3, Tippecanoe County, Indiana",13,0,0,,,,56,42,31-33,,,0,0,0,,0,0,0,
2289,11a50500827cd49f0ae130201184724f,20220813,33,18157,300,"Census Tract 3, Tippecanoe County, Indiana",15,0,,,,,56,42,48-49,,,0,0,0,,0,0,,
2290,11a50500827cd49f0ae130201184724f,20220813,33,18157,300,"Census Tract 3, Tippecanoe County, Indiana",15,0,,,,,56,42,48-49,,,0,0,0,,0,0,,
2291,11a50500827cd49f0ae130201184724f,20220618,25,18157,300,"Census Tract 3, Tippecanoe County, Indiana",19,0,,16,,0,31-33,42,56,,,0,0,0,13,,0,0,
2292,358cb073759d71d8abe8d6eaf7a3ead5,20220409,15,18039,301,"Census Tract 3.01, Elkhart County, Indiana",25,0,16,,,0,31-33,42,72,,,0,0,0,0,0,0,0,25
2293,358cb073759d71d8abe8d6eaf7a3ead5,20220115,3,18039,301,"Census Tract 3.01, Elkhart County, Indiana",16,,,11,,0,31-33,42,72,,,0,0,0,0,0,0,0,16
2294,66d134a595bd52251321d496ae2f4e0b,20220625,26,18039,302,"Census Tract 3.02, Elkhart County, Indiana",11,,,,,0,31-33,42,44-45,,,0,0,0,,,0,,
2295,98c85fec4b8bf095a732ab363e0b2ff3,20220521,21,18141,400,"Census Tract 4, St. Joseph County, Indiana",10,0,0,10,0,0,48-49,42,81,,,0,0,0,,,0,0,
2296,26c71b31d464bc7bedc8aed7e5c6e641,20220507,19,18059,410300,"Census Tract 4103, Hancock County, Indiana",21,0,0,,,0,23,42,31-33,,,0,0,0,,,0,0,
2297,26c71b31d464bc7bedc8aed7e5c6e641,20220205,6,18059,410300,"Census Tract 4103, Hancock County, Indiana",24,0,0,15,,,23,42,44-45,,,0,0,0,,0,0,,21
2298,5b8dd5be2b1e709f1cde61ab9438a8cb,20220430,18,18059,410400,"Census Tract 4104, Hancock County, Indiana",31,0,,,,21,56,42,23,,,0,0,0,0,0,0,0,31
2299,48d1b41c0e356998f9f60ea534f1326f,20220820,34,18039,501,"Census Tract 5.01, Elkhart County, Indiana",27,0,,,,0,31-33,42,44-45,14,13,0,0,0,,,0,,21
2300,48d1b41c0e356998f9f60ea534f1326f,20220212,7,18039,501,"Census Tract 5.01, Elkhart County, Indiana",14,0,,,,0,31-33,42,62,,,0,,0,,0,0,,
2301,48d1b41c0e356998f9f60ea534f1326f,20220820,34,18039,501,"Census Tract 5.01, Elkhart County, Indiana",27,0,,,,0,31-33,42,44-45,14,13,0,0,0,,,0,,21
2302,38e264ca88c300dc19938de0abc88ec4,20220423,17,18019,50701,"Census Tract 507.01, Clark County, Indiana",11,0,0,,,0,52,42,81,,,0,0,0,,0,0,0,
2303,6cd923e2eebf6dbd10f781e8a35e4a99,20220219,8,18019,50904,"Census Tract 509.04, Clark County, Indiana",13,0,,,,,56,42,23,,,0,0,0,0,,0,,10
2304,97e5bdffc50e369922a89c3946a92e44,20220709,28,18081,610100,"Census Tract 6101, Johnson County, Indiana",10,0,0,,,0,72,42,55,,,0,,0,,0,0,0,
2305,97e5bdffc50e369922a89c3946a92e44,20220115,3,18081,610100,"Census Tract 6101, Johnson County, Indiana",24,0,,14,,0,62,42,23,12,12,0,0,,,,0,0,19
2306,733d0fa66aa7cad3330acffe30d6dc17,20220716,29,18081,610500,"Census Tract 6105, Johnson County, Indiana",10,0,0,,,,56,42,23,,,0,0,0,,0,0,0,
2307,005be9532fd717dc36d4be318fd9ad25,20220903,36,18039,802,"Census Tract 8.02, Elkhart County, Indiana",57,,,25,17,0,31-33,42,81,17,40,0,,0,,,0,,52
2308,005be9532fd717dc36d4be318fd9ad25,20220820,34,18039,802,"Census Tract 8.02, Elkhart County, Indiana",32,0,,23,,0,31-33,42,92,,,0,,0,,0,0,,28
2309,005be9532fd717dc36d4be318fd9ad25,20220903,36,18039,802,"Census Tract 8.02, Elkhart County, Indiana",57,,,25,17,0,31-33,42,81,17,40,0,,0,,,0,,52
2310,005be9532fd717dc36d4be318fd9ad25,20220820,34,18039,802,"Census Tract 8.02, Elkhart County, Indiana",32,0,,23,,0,31-33,42,92,,,0,,0,,0,0,,28
2311,601ff2c0fd709298f6644ad0e766b2d6,20220716,29,18141,1100,"Census Tract 11, St. Joseph County, Indiana",15,0,,,,0,31-33,42,44-45,,,0,0,0,,0,0,,
2312,99c75ff0ed83b04f57a0f99dfc1b05b2,20220129,5,18057,110600,"Census Tract 1106, Hamilton County, Indiana",14,0,,,,0,23,42,62,,,0,0,0,,0,0,0,
2313,99c75ff0ed83b04f57a0f99dfc1b05b2,20220115,3,18057,110600,"Census Tract 1106, Hamilton County, Indiana",23,0,,,,0,23,42,62,,,0,0,0,,0,0,0,
2314,c8c87872fa559a2fd200ded474e8a8ad,20220108,2,18141,1400,"Census Tract 14, St. Joseph County, Indiana",27,,,18,,,56,42,44-45,,,0,0,0,,0,0,,19
2315,c8c87872fa559a2fd200ded474e8a8ad,20220115,3,18141,1400,"Census Tract 14, St. Joseph County, Indiana",28,0,,17,,0,56,42,62,13,15,0,0,0,,0,0,,16
2316,c8c87872fa559a2fd200ded474e8a8ad,20220129,5,18141,1400,"Census Tract 14, St. Joseph County, Indiana",23,0,0,,,0,51,42,44-45,,,0,0,0,,0,0,,17
2317,3ac19461ea7efd6c892f9aba99ca55cd,20220108,2,18141,1500,"Census Tract 15, St. Joseph County, Indiana",41,0,,12,21,,62,42,56,18,23,0,,0,16,0,0,,22
2318,3ac19461ea7efd6c892f9aba99ca55cd,20220625,26,18141,1500,"Census Tract 15, St. Joseph County, Indiana",10,,,,,0,31-33,42,81,,,0,0,0,,,0,0,
2319,8d7022c454fc05456cfb4b9cadf5f109,20220806,32,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",20,0,,15,,,31-33,42,62,,,0,0,0,,0,0,,14
2320,8d7022c454fc05456cfb4b9cadf5f109,20220806,32,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",20,0,,15,,,31-33,42,62,,,0,0,0,,0,0,,14
2321,8d7022c454fc05456cfb4b9cadf5f109,20220625,26,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",24,0,,12,,,31-33,42,44-45,14,10,0,,0,,,0,,15
2322,8d7022c454fc05456cfb4b9cadf5f109,20220910,37,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",51,0,,27,,0,31-33,42,44-45,17,34,0,0,0,,,,,36
2323,8d7022c454fc05456cfb4b9cadf5f109,20220903,36,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",24,0,,12,,,31-33,42,62,12,12,0,0,0,,0,,,16
2324,8d7022c454fc05456cfb4b9cadf5f109,20220430,18,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",14,0,,,,0,31-33,42,81,,,0,0,0,,,0,,
2325,8d7022c454fc05456cfb4b9cadf5f109,20220910,37,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",51,0,,27,,0,31-33,42,44-45,17,34,0,0,0,,,,,36
2326,8d7022c454fc05456cfb4b9cadf5f109,20220723,30,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",14,,,,,,31-33,42,48-49,,,0,0,0,,,0,0,
2327,8d7022c454fc05456cfb4b9cadf5f109,20220514,20,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",11,0,0,,,,31-33,42,81,,,0,0,0,,,0,,
2328,8d7022c454fc05456cfb4b9cadf5f109,20220903,36,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",24,0,,12,,,31-33,42,62,12,12,0,0,0,,0,,,16
2329,8d7022c454fc05456cfb4b9cadf5f109,20220319,12,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",12,0,,,,0,31-33,42,81,,,0,0,0,,0,0,,
2330,8d7022c454fc05456cfb4b9cadf5f109,20220326,13,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",11,0,0,,,,31-33,42,81,,,0,0,0,,0,0,,
